FFT_mean,FFT_std,FFT_skew,FFT_kurt,DCT_low,DCT_mid,DCT_high,HPF_mean,HPF_std,HPF_kurtosis,Azimuthal_aniso,Radial_peak_freq,Grid_artifact_32,Grid_artifact_16,JPEG_ghost_score,ELA_mean,ELA_std,Noise_SNR,Chroma_residual,label,label_id,dataset_src,is_fake
0.419835870384724,0.17544199726858786,0.20911859699529273,3.139951773951451,0.7170644455977783,0.23909849384607976,0.08910429581291407,0.005110844164322774,0.05247034247261894,2.9901570969025153,0.02444454997140154,0.07430233378617225,0.006745989322737806,0.010149821489974648,0.15401321482746025,0.08727211807510682,0.036429709037677935,34.62985840717991,0.055578032129447924,Real_DFDC,1,dfdc,False
0.43466947558645613,0.2206886659271003,0.30006884706473375,3.8767338037230035,0.46238435518457416,0.2804136471244427,0.15634850778594914,0.09419220973780094,0.1489651454137525,4.1873852936366225,0.2048561583501582,0.15081250418894163,0.11464014397200598,0.06249563467904243,0.3257601060148336,0.17626892984816644,0.06612755891041074,21.121807628974977,0.19659116359812373,DFDC_Fake,6,dfdc,True
0.43558591701091887,0.09909315532814879,0.13874606229635394,2.9738762268934273,0.6542407187849304,0.14383960996977896,0.09343397718014061,0.013277111396489048,0.05114369845443163,3.4747944833997098,0.04634686466399513,0.08975690556277055,0.012752775213117157,0.005422753096466788,0.07652350602230099,0.098765339706682,0.05363521306528981,32.54743802870597,0.03173599193750623,Real_DFDC,1,dfdc,False
0.5565997753482048,0.20431630018156588,0.23044469950592547,3.4060981289205308,0.6191762373367488,0.22128801272122736,0.16491079563579908,0.07461800521732612,0.14182841882583586,3.808253339795548,0.06984571639617301,0.15789713839716837,0.08473640038941861,0.04271549259406438,0.30100549268600196,0.18938018846448815,0.10701364521569115,20.300513760065193,0.13511090612165813,CelebDF_Fake,7,celeb_df,True
0.4962445610634719,0.17632080481874632,0.09155189534231553,3.066348264617409,0.571705277809968,0.18314831918268273,0.21026748482811689,0.032111259076713014,0.10149085808211276,3.609514134235246,0.09518457945642976,0.05919234840687444,0.04319409524621039,0.03755842112438267,0.1718026416702997,0.10476139740988648,0.07561000650854716,28.674526047001827,0.09616215632812293,NeuralTextures,5,ff++,True
0.3769039257991699,0.19150054395240693,0.018669245455959035,2.1177551398085974,0.7319127865300733,0.16149497065787116,0.08084120999232673,0.022520816765520642,0.07490856686626947,2.9329719825728904,0.1050603288762636,0.07535479875206033,0.004447038762522801,0.0066522176417523286,0.1259823493326597,0.06261076737814997,0.009855051503570966,34.15946479438809,0.0417899193787962,Real_FF,0,ff++,False
0.5766234167596205,0.19110907292827228,0.12376749509426509,3.377340566628727,0.5669806058225625,0.1561963149264566,0.1720539699111412,0.0228510084816218,0.13123332265409587,3.9567433557141687,0.14868740873213335,0.09275951110884006,0.047790835422511696,0.0680293706956627,0.15198602791247612,0.09309387226904431,0.05429737284879861,20.671562961813617,0.1121092703238745,Face2Face,3,ff++,True
0.351777247345863,0.1451207043630384,0.13451457755578947,3.482567227646938,0.6736947432301074,0.0941737959326899,0.10457343710617799,0.0230434614098743,0.07989547084397489,2.989974637378261,0.04261919785170851,0.07970179454975164,0.014573220144050499,0.011147501120172964,0.016075951656852022,0.05574188756966495,0.04457556383186209,34.111946045753214,0.03333160714313805,Real_FF,0,ff++,False
0.364439543570525,0.1754836683141984,0.07888968306528499,2.8037884298800932,0.6610749131355562,0.1926452721619971,0.07666013174412915,0.02607936928466935,0.07874106723930038,3.162520089849714,0.04279157689860753,0.045835979569630265,0.012436006941935343,0.006598903082081356,0.13260141325891572,0.05126102378817458,0.022191992572148468,33.641806405327834,0.055756795594985364,Real_FF,0,ff++,False
0.49691835328495165,0.19248344678956916,0.07534618484939466,2.693155403442228,0.6261161279459284,0.15092145896122638,0.08527378022521728,0.019904232269933292,0.05601286004540054,2.7625524878741743,0.0011880424537073359,0.07418023384674653,0.010084463574728489,0.008495290380654281,0.25043447034138583,0.025415413716725302,0.04289643784480287,31.32102374466547,0.04199332769056912,Real_DFDC,1,dfdc,False
0.5986685528469918,0.2214471378986047,0.2231852900071426,3.694941624852597,0.5235320023544952,0.3105513989193739,0.1647269014187281,0.07164136084615429,0.15453461564054366,4.29255287018632,0.2520053897379449,0.2212769516379155,0.09978183158973934,0.09770815980772546,0.30529491023322947,0.23481480576981828,0.09675310104109967,23.206263794095655,0.13769845331043276,DFDC_Fake,6,dfdc,True
0.4096561816902155,0.22544471422107168,0.337241551593175,3.1300083120727056,0.5172174761863756,0.27088763344913597,0.10850307329417766,0.07329465400807264,0.12965071538690293,3.8144242610982038,0.11017516555084726,0.11568806226437306,0.09882312504049702,0.030428707852463745,0.190317505627061,0.17108466764539654,0.10549718013325225,26.106241805152248,0.1401405532928736,CelebDF_Fake,7,celeb_df,True
0.39527258181390645,0.22113421841549563,0.3235583394357432,3.46707660036407,0.543714914682765,0.2430698613807625,0.1580824856764226,0.06438004598278697,0.12132670599556589,4.376434108604977,0.17395062387066498,0.16586574448587643,0.1132628791287518,0.03174950696854877,0.2523162225811144,0.22471693688130634,0.06219504677090207,29.153390827863472,0.15970047602150833,DeepFakes,2,ff++,True
0.4337282657236698,0.22190408669827902,0.2493150769130079,3.3723292724203775,0.6122971115508128,0.2138857560856267,0.17563523832546604,0.051316385004777726,0.11081196983126411,4.056439073319212,0.14634040363630121,0.11577607036438614,0.10298938992710423,0.02944152551183945,0.3072897888734034,0.17549497160327843,0.09303438335348126,27.487936132535317,0.15986817240719217,DeepFakes,2,ff++,True
0.4478558765906521,0.19172505689538138,0.2489204104002165,3.2815010039629686,0.43146053634124454,0.2749930796359615,0.17305124050435508,0.06362701237457165,0.11034945397266191,4.027782385996261,0.09369787820679415,0.14794628349878414,0.0617683090145657,0.051406691728574636,0.2459975105223592,0.2000945049564019,0.046969372162052075,24.574675451674086,0.10902876324610405,CelebDF_Fake,7,celeb_df,True
0.6199476704811869,0.20768876263961597,0.4159070356470128,3.4922277291579977,0.6283165374022738,0.2580872096801586,0.14338678720865128,0.093287628658453,0.17335341194041665,4.032514055259099,0.1623718096788977,0.1433931361271437,0.08519511936589028,0.06271200752617788,0.42320187875174237,0.21071420629279136,0.1262607292414199,31.504590167134452,0.16006145195157595,DFDC_Fake,6,dfdc,True
0.5649409220079596,0.2719263926611678,0.31345468626726225,3.265660059785727,0.6007454554606744,0.2967957642038258,0.16778450092750113,0.051935422787890165,0.11553007017254645,4.065140281078399,0.17507542060514109,0.16168984599339703,0.0838229746066852,0.036830258894935373,0.3062589493697988,0.2136410408745782,0.11140146610092252,25.17336933442002,0.09727433622695465,DeepFakes,2,ff++,True
0.3508871221224883,0.21396728354482483,0.18862764098744128,2.9505397437042036,0.7488439079173572,0.1230200102122965,0.08948114171318058,0.013825199615028545,0.06659213080059961,3.0363600201569794,0.04449374293433742,0.06901190558539379,0.015595702238889547,0.006832629503265105,0.04655007076176733,0.058836465544689937,0.033090297739089045,30.705032407012055,0.040485738777514456,Real_FF,0,ff++,False
0.3352375993568789,0.21803352201400256,0.10908193915940281,3.017574447493921,0.7981184459778652,0.20054672179071487,0.057232543281360106,0.013777255409852938,0.06203984034702749,2.757746645243327,0.023842814981065656,0.08878739993094144,0.016646446385791745,0.010790244267052124,0.12894556703702553,0.06615777568315152,0.037451989167640254,28.856825939772303,0.04588773389139159,Real_DFDC,1,dfdc,False
0.43687418110175047,0.20094153010632473,0.1972472763794494,3.0847824558679315,0.6939414855531022,0.16100285867984584,0.09880003724430775,0.016045156328982693,0.08438640135919771,2.8701134348228123,0.03382162691500519,0.06506354722703953,0.008450161893720116,0.012994876109622019,0.14070959790423193,0.037956033907551326,0.01908617114436187,32.67437159924788,0.04306375003180665,Real_FF,0,ff++,False
0.5656553773100552,0.25655722816339865,0.5018351954216281,3.2033582716399653,0.6586593869078157,0.33290670489630175,0.12817142034232426,0.058673137104895176,0.11248286471617575,3.986680027714104,0.17690474932880582,0.09242863539011723,0.09434502536038565,0.02666135916316765,0.2785318521532539,0.1376047319943046,0.09896908865292392,26.425374207599482,0.12465401392232092,DeepFakes,2,ff++,True
0.40814734209094905,0.18417858096312273,0.21127208996920632,3.3151001411368903,0.6229194861723555,0.2881147645943082,0.14521045793184692,0.04546589649283265,0.11523797253609913,3.8611814656575656,0.14346553144408053,0.11243619583346909,0.04412933407695112,0.08133205670120318,0.30389455697055723,0.1695476673085628,0.10745213380857963,27.251018333445924,0.1452074401013769,Face2Face,3,ff++,True
0.4966815236704923,0.24678230240808974,0.21153924505381755,3.567477669971234,0.5990413448885744,0.2762514339920541,0.18099636341988093,0.06747114429667292,0.10869988052734046,3.566923890207077,0.18329056695449514,0.14346749819677526,0.061744688967708905,0.07052575020311629,0.2344129220399744,0.08290581283218144,0.07680786873726213,30.773241089295635,0.13204231948962436,CelebDF_Fake,7,celeb_df,True
0.4661229469261667,0.18963714282148486,0.1202482200329202,4.298419400238257,0.5653231985089617,0.2168507324941992,0.14609832707477038,0.035997968350867965,0.11799212745592119,4.086239004833395,0.12255891410794646,0.12887963688700926,0.04548726148466714,0.07961475503924526,0.2442936391699021,0.15052026339331495,0.07444242939583573,32.01867056066244,0.07770098834116085,Face2Face,3,ff++,True
